age,gender,location,tenure_months,monthly_charges,total_charges,contract_type,internet_service,phone_service,online_security,tech_support,payment_method,churn,satisfaction_score,support_tickets,last_contact_day,last_contact_month,last_contact_year,last_contact_week,last_contact_week_of_year,valid_email,email_domain
18.0,female,other,20.294329904012294,24.02657574339164,487.60325460012933,2 year,dsl,no,no,no internet service,credit card (automatic),no,4.0,2.0,8.0,6.0,2023.0,3.0,23,0,invalid
38.0,female,delhi,15.88172471358109,66.8554604768425,1061.7800188929132,monthly,dsl,,no,yes,electronic check,yes,7.0,0.0,,,,,,0,invalid
47.0,male,other,17.79663741490462,101.82795126221204,1812.195127316167,2 year,fiber optic,yes,no,no,mailed check,no,5.0,1.0,11.0,9.0,2023.0,0.0,37,0,invalid
40.0,,other,8.813779130201436,109.68775113321624,966.7636117766701,monthly,fiber optic,yes,yes,yes,mailed check,yes,5.0,1.0,20.0,10.0,2023.0,4.0,42,1,hotmail.com
37.0,other,,55.38448967681296,66.07039387407434,3659.275047461637,monthly,fiber optic,no,no,,mailed check,no,8.0,1.0,9.0,8.0,2023.0,2.0,32,1,gmail.com
41.0,female,other,14.34408374959039,34.98292752834517,501.79804227243426,monthly,no internet,yes,no,no internet service,electronic check,yes,7.0,2.0,7.0,5.0,2024.0,1.0,19,1,yahoo.com
37.0,,pune,17.20184575846912,67.47803306136987,1160.7467168065643,monthly,fiber optic,yes,yes,yes,credit card (automatic),no,5.0,6.0,16.0,9.0,2023.0,5.0,37,1,gmail.com
45.0,female,other,10.668151601640826,60.65822701290857,647.1111616604534,monthly,fiber optic,,no,,credit card (automatic),yes,7.0,2.0,15.0,7.0,2023.0,5.0,28,1,gmail.com
22.0,other,pune,26.3990112733256,64.8709229772836,1712.5282269883462,monthly,fiber optic,no,yes,no,bank transfer (automatic),no,7.0,3.0,,,,,,1,gmail.com
,female,other,7.064857211492092,35.622755937765504,251.66968418014537,monthly,,no,,yes,credit card (automatic),no,7.0,4.0,24.0,10.0,2023.0,1.0,43,1,outlook.com
44.0,male,hyderabad,59.67274505434212,37.15315768095412,2217.0309062593483,monthly,no internet,,yes,no internet service,electronic check,no,8.0,2.0,15.0,3.0,2024.0,4.0,11,1,yahoo.com
35.0,female,hyderabad,30.32006112703158,47.38607463334154,1436.7486794529962,monthly,dsl,no,yes,yes,credit card (automatic),no,1.0,6.0,11.0,8.0,2023.0,4.0,32,1,outlook.com
40.0,female,other,12.16615424290145,51.28600098886658,623.9533985321472,monthly,no internet,no,no,no internet service,mailed check,no,5.0,0.0,24.0,1.0,2024.0,2.0,4,1,gmail.com
38.0,female,hyderabad,23.794781546462914,58.75409020596512,1398.0407414121164,monthly,,no,no,no,bank transfer (automatic),yes,6.0,2.0,4.0,10.0,2024.0,4.0,40,0,invalid
22.0,other,other,8.275937007989421,51.34518622016519,424.9295268215736,1 year,fiber optic,yes,yes,no,electronic check,no,10.0,1.0,5.0,5.0,2024.0,6.0,18,0,invalid
47.0,other,other,67.21890040157852,57.138014137774974,3840.7544814710814,1 year,fiber optic,yes,no,no,electronic check,no,7.0,1.0,15.0,5.0,2023.0,0.0,20,1,yahoo.com
31.0,unknown,other,34.18170797810024,69.72825885342169,2383.430981949043,monthly,dsl,no,yes,no,mailed check,yes,3.0,9.0,27.0,5.0,2023.0,5.0,21,1,gmail.com
34.0,,mumbai,0.0896005094473817,18.644639696395053,1.6705692152598728,monthly,fiber optic,yes,no,no,credit card (automatic),yes,5.0,2.0,17.0,12.0,2023.0,6.0,50,0,invalid
34.0,,other,45.38221300687695,23.9195656180686,1085.5228219111596,monthly,no internet,yes,unknown,no internet service,electronic check,no,7.0,0.0,28.0,4.0,2024.0,6.0,17,1,gmail.com
46.0,male,,44.44721648270695,75.13775900788177,3339.664240648785,1 year,no internet,no,no,no,bank transfer (automatic),yes,8.0,1.0,12.0,2.0,2023.0,6.0,6,1,outlook.com
28.0,female,pune,28.49214853492913,52.16630898970146,1486.3302242535829,monthly,dsl,no,,no,electronic check,no,6.0,1.0,23.0,8.0,2023.0,2.0,34,1,company.in
37.0,female,other,0.8077385877571046,86.10429794055675,69.54976401832228,monthly,no internet,yes,no,no internet service,mailed check,yes,6.0,0.0,6.0,3.0,2023.0,0.0,10,1,outlook.com
44.0,,pune,24.67272731748416,22.295455931661053,550.0897046208579,1 year,no internet,,no,no,mailed check,yes,5.0,0.0,5.0,6.0,2024.0,2.0,23,0,invalid
38.0,other,other,71.25327102160003,80.748618423425,5753.603193144067,monthly,fiber optic,no,yes,no,credit card (automatic),no,6.0,0.0,26.0,7.0,2023.0,2.0,30,1,outlook.com
47.0,female,other,18.537382870771303,51.59945832108449,956.5189148223494,monthly,no internet,yes,no,yes,electronic check,yes,4.0,5.0,22.0,1.0,2024.0,0.0,4,1,gmail.com
18.0,female,other,46.60378919321008,48.8003161135064,2274.2796447158653,monthly,no internet,yes,no,no,mailed check,yes,9.0,4.0,25.0,12.0,2023.0,0.0,52,1,company.in
43.0,female,other,1.4832206027278774,40.75906701344528,60.454687942308254,monthly,dsl,yes,no,yes,electronic check,yes,7.0,0.0,27.0,3.0,2024.0,2.0,13,1,gmail.com
42.0,male,pune,55.38390415188519,56.96292512991441,3154.829185606192,2 year,,yes,no,no,bank transfer (automatic),no,10.0,0.0,8.0,2.0,2023.0,2.0,6,1,hotmail.com
44.0,female,other,17.90286993666845,123.81355206222302,2216.6179189669065,monthly,fiber optic,yes,no,no internet service,electronic check,yes,9.0,1.0,19.0,5.0,2023.0,4.0,20,0,invalid
45.0,male,other,62.96200037270083,46.82937420018428,2948.4710758453493,2 year,fiber optic,yes,no,no,cash,no,7.0,1.0,17.0,1.0,2024.0,2.0,3,0,invalid
47.0,other,other,35.136850937558734,70.64131143858788,2482.113230051325,monthly,dsl,yes,yes,yes,bank transfer (automatic),no,9.0,1.0,20.0,4.0,2024.0,5.0,16,0,invalid
32.0,male,delhi,33.78319270935374,83.21162554477189,2811.1543814376114,monthly,dsl,yes,yes,no,electronic check,no,5.0,2.0,21.0,12.0,2023.0,3.0,51,0,invalid
43.0,male,kolkata,1.1051718344279238,23.72623413017856,26.221565697715853,1 year,dsl,yes,no,no internet service,credit card (automatic),yes,4.0,1.0,22.0,6.0,2023.0,3.0,25,0,invalid
39.0,,,28.29558654995494,90.39938593570848,2557.9036488066185,1 year,fiber optic,,no,no internet service,bank transfer (automatic),no,6.0,2.0,15.0,5.0,2023.0,0.0,20,1,gmail.com
39.0,unknown,bangalore,5.002001103389322,47.25551225840764,236.37212445778266,1 year,fiber optic,yes,no,no,bank transfer (automatic),yes,4.0,2.0,,,,,,1,outlook.com
60.0,,delhi,24.373694765249148,20.513151561385417,499.9812948305021,2 year,no internet,yes,no,no internet service,electronic check,no,8.0,2.0,11.0,12.0,2023.0,0.0,50,1,hotmail.com
37.0,other,mumbai,30.399953567730066,60.40559121907613,1836.3271682911973,monthly,fiber optic,,no,yes,credit card (automatic),no,8.0,1.0,12.0,5.0,2024.0,6.0,19,0,invalid
38.0,other,other,3.2035295342211203,70.89262446346736,227.10661622716438,1 year,fiber optic,yes,yes,no,credit card (automatic),no,4.0,3.0,,,,,,0,invalid
45.0,male,other,7.040100278426456,97.35764405870634,685.4075770446423,monthly,fiber optic,yes,no,yes,electronic check,no,8.0,0.0,,,,,,1,yahoo.com
39.0,,delhi,69.93360984091255,43.812668466849104,3063.9780626498778,monthly,dsl,,no,no,electronic check,no,4.0,4.0,5.0,4.0,2023.0,2.0,14,0,invalid
46.0,female,,8.301518234937442,63.23014629085533,524.9062124312976,monthly,no internet,yes,no,no internet service,electronic check,yes,7.0,0.0,5.0,2.0,2023.0,6.0,5,0,invalid
42.0,female,other,12.06021059621512,39.0271890627969,470.676119075634,monthly,fiber optic,no,yes,yes,electronic check,yes,4.0,3.0,29.0,4.0,2023.0,5.0,17,0,invalid
40.0,other,,71.73497433050844,0.5,35.86748716525422,monthly,fiber optic,no,yes,yes,credit card (automatic),no,8.0,1.0,,,,,,1,company.in
39.0,male,other,3.4338535986794545,96.0430237232486,329.7976826401334,1 year,no internet,yes,no,no internet service,bank transfer (automatic),yes,4.0,2.0,14.0,9.0,2023.0,3.0,37,0,invalid
52.0,,other,61.27563907688494,104.01517618054676,6373.596394157783,1 year,fiber optic,yes,yes,no,electronic check,no,4.0,3.0,25.0,3.0,2024.0,0.0,13,1,company.in
23.0,female,other,20.97295744047738,46.120046608241374,967.2737746674795,monthly,fiber optic,no,no,no internet service,electronic check,yes,8.0,2.0,,,,,,0,invalid
40.0,,other,29.156353788641766,43.33118694056296,1263.3794165208274,monthly,dsl,yes,no,no,credit card (automatic),no,8.0,1.0,29.0,6.0,2023.0,3.0,26,0,invalid
36.0,other,other,62.516804357713134,80.05304247769331,5004.660394817652,monthly,fiber optic,no,yes,yes,mailed check,no,7.0,4.0,21.0,10.0,2023.0,5.0,42,0,invalid
32.0,other,delhi,20.03905673532514,99.291014046604,1989.698263787863,monthly,fiber optic,no,no,yes,bank transfer (automatic),yes,7.0,2.0,11.0,2.0,2023.0,5.0,6,1,hotmail.com
18.0,unknown,other,9.818805733371736,22.96007289492576,225.44049537933003,monthly,,yes,no,no,electronic check,yes,7.0,0.0,7.0,6.0,2023.0,2.0,23,1,hotmail.com
38.0,,mumbai,8.582961626823375,23.371782427067195,200.5991117219826,monthly,fiber optic,yes,no,no,cash,yes,8.0,0.0,15.0,12.0,2023.0,4.0,50,1,outlook.com
31.0,female,other,35.33559428778284,70.50559314710327,2491.357034465523,monthly,dsl,yes,unknown,no,electronic check,yes,8.0,4.0,11.0,1.0,2023.0,2.0,2,0,invalid
53.0,,bangalore,51.49920982442256,81.48524153850425,4196.425551585184,1 year,fiber optic,yes,no,no internet service,credit card (automatic),no,6.0,1.0,25.0,5.0,2023.0,3.0,21,1,hotmail.com
42.0,,,3.919610001399172,46.6962787520105,183.031201224504,monthly,fiber optic,no,no,no,electronic check,yes,6.0,2.0,22.0,3.0,2024.0,4.0,12,1,company.in
18.0,male,mumbai,21.15669642571643,38.91461046501061,823.3046001332372,monthly,no internet,no,no,no,mailed check,yes,7.0,,,,,,,0,invalid
33.0,other,mumbai,23.362240209995065,114.03634228382394,2664.144421103912,monthly,fiber optic,,yes,no,mailed check,yes,7.0,1.0,21.0,5.0,2023.0,6.0,20,0,invalid
32.0,other,other,5.601900075454874,18.39783180079852,103.06281535309931,monthly,,yes,no,no,mailed check,yes,3.0,0.0,21.0,7.0,2023.0,4.0,29,1,gmail.com
42.0,female,other,66.70086960339549,110.68020766701314,7382.4660992741765,monthly,dsl,no,yes,no,mailed check,yes,8.0,4.0,9.0,2.0,2023.0,3.0,6,1,yahoo.com
26.0,other,,19.311163735109613,,,monthly,dsl,no,no,yes,credit card (automatic),yes,5.0,2.0,4.0,8.0,2024.0,6.0,31,0,invalid
50.0,male,other,0.1425275411613478,92.33347633933602,13.160063349525048,1 year,dsl,no,no,no internet service,credit card (automatic),no,6.0,2.0,25.0,9.0,2023.0,0.0,39,0,invalid
44.0,,pune,35.16757021725535,80.88139225774117,2844.402041493486,monthly,fiber optic,no,no,no,bank transfer (automatic),yes,4.0,5.0,22.0,2.0,2024.0,3.0,8,0,invalid
47.0,male,other,64.13393190907125,73.3285763870118,4702.849924993744,monthly,,yes,no,no,electronic check,no,10.0,1.0,2.0,4.0,2024.0,1.0,14,0,invalid
39.0,other,other,18.93137652154507,80.90355912606844,1531.6157397486854,monthly,fiber optic,,yes,no,credit card (automatic),yes,5.0,2.0,4.0,7.0,2024.0,3.0,27,1,hotmail.com
42.0,female,mumbai,51.01602696754468,60.47072886567626,3084.9763345584224,monthly,no internet,,no,no,mailed check,yes,7.0,4.0,17.0,5.0,2023.0,2.0,20,1,gmail.com
65.0,female,mumbai,7.082800687982186,48.13462377702256,340.92794640365906,monthly,fiber optic,no,no,no,credit card (automatic),yes,5.0,1.0,23.0,1.0,2024.0,1.0,4,1,hotmail.com
27.0,,other,26.754086188188936,109.16412919133948,2920.586521043688,monthly,fiber optic,no,no,no,mailed check,yes,4.0,2.0,2.0,9.0,2024.0,0.0,36,1,outlook.com
51.0,male,other,27.16909893954032,92.65423007782752,2517.3319441514286,monthly,fiber optic,yes,,yes,electronic check,no,7.0,1.0,3.0,7.0,2024.0,2.0,27,1,gmail.com
150.0,male,other,5.609442083663194,115.5113206096261,647.9540629671483,,no internet,yes,no,no internet service,electronic check,yes,4.0,8.0,19.0,1.0,2024.0,4.0,3,1,yahoo.com
46.0,female,other,0.1910202125842561,58.22371418444664,11.121906260957966,monthly,no internet,no,no,no internet service,mailed check,yes,4.0,7.0,25.0,5.0,2023.0,3.0,21,0,invalid
19.0,male,other,56.53661250515167,72.25042314577018,4084.7941767256507,monthly,,yes,,no,credit card (automatic),no,9.0,2.0,29.0,8.0,2023.0,1.0,35,0,invalid
44.0,,other,41.87172201929423,52.844459231135154,2212.6885071860183,monthly,no internet,no,no,no internet service,mailed check,yes,5.0,1.0,,,,,,1,company.in
27.0,other,,16.440233822663807,40.19525441016806,660.8193810646216,monthly,fiber optic,yes,no,no,bank transfer (automatic),yes,8.0,1.0,27.0,9.0,2023.0,2.0,39,0,invalid
41.0,female,chennai,2.4260440478361702,27.90126521634113,67.68969840520278,monthly,dsl,no,yes,yes,bank transfer (automatic),yes,11.0,5.0,27.0,9.0,2023.0,2.0,39,1,company.in
18.0,other,other,8.41700374474262,95.1616596896744,800.9760459639123,1 year,fiber optic,yes,no,yes,electronic check,no,5.0,3.0,26.0,12.0,2023.0,1.0,52,1,yahoo.com
27.0,other,other,5.143306556298956,101.947318963678,524.346314022986,monthly,fiber optic,yes,no,yes,electronic check,yes,3.0,9.0,10.0,11.0,2023.0,4.0,45,0,invalid
62.0,male,other,0.6242312803126421,49.12680975720281,30.666491352414305,monthly,no internet,no,no,no internet service,electronic check,no,6.0,3.0,30.0,1.0,2024.0,1.0,5,0,invalid
40.0,female,mumbai,6.82551681609197,88.62250129978014,604.8943729057819,monthly,fiber optic,no,no,no,electronic check,yes,5.0,3.0,10.0,10.0,2023.0,1.0,41,0,invalid
19.0,male,other,1.2473893196025605,69.83246345760669,87.10826907855468,1 year,dsl,no,yes,yes,electronic check,yes,4.0,5.0,13.0,10.0,2023.0,4.0,41,1,gmail.com
46.0,female,hyderabad,,102.75316234655128,,2 year,fiber optic,yes,no,no,credit card (automatic),yes,5.0,3.0,,,,,,1,yahoo.com
27.0,male,hyderabad,32.74635854773685,61.974151646265625,2029.4277905004299,monthly,dsl,no,no,no,,no,7.0,2.0,27.0,9.0,2023.0,2.0,39,1,outlook.com
31.0,male,,22.974358205620163,103.38205812059304,2375.1364352967475,monthly,dsl,,no,yes,mailed check,yes,6.0,1.0,30.0,5.0,2024.0,3.0,22,0,invalid
34.0,,other,3.5150921690204044,25.09394557514583,88.20753158101934,monthly,fiber optic,yes,no,no,electronic check,yes,4.0,7.0,16.0,9.0,2023.0,5.0,37,1,gmail.com
52.0,male,other,15.206341437504372,24.04556573197771,365.6450825784078,1 year,dsl,,no,yes,mailed check,yes,2.0,4.0,17.0,8.0,2023.0,3.0,33,0,invalid
35.0,male,other,14.802840992163278,70.27149648858772,1040.2177888019241,monthly,fiber optic,yes,no,no,mailed check,yes,5.0,0.0,26.0,11.0,2023.0,6.0,47,0,invalid
46.0,female,,67.69486872684868,71.78290727524004,4859.334484828925,1 year,no internet,yes,no,no internet service,electronic check,no,7.0,0.0,17.0,2.0,2024.0,5.0,7,1,yahoo.com
43.0,male,chennai,52.03227926439621,18.037619935060047,938.5384777260846,monthly,fiber optic,,yes,no,mailed check,yes,6.0,1.0,16.0,10.0,2023.0,0.0,42,1,gmail.com
24.0,female,delhi,19.05166558971535,27.137255429705284,517.0099154694321,,fiber optic,yes,no,no internet service,bank transfer (automatic),yes,6.0,0.0,18.0,4.0,2024.0,3.0,16,0,invalid
36.0,female,,8.457554590027117,114.2422450092314,966.2100236528275,monthly,dsl,yes,no,no internet service,electronic check,yes,6.0,1.0,,,,,,0,invalid
43.0,unknown,delhi,32.62246248083617,74.38979982297604,2426.778453681949,monthly,dsl,no,no,no internet service,mailed check,no,7.0,3.0,15.0,11.0,2023.0,2.0,46,0,invalid
47.0,,kolkata,4.462764056822054,47.78103180421586,213.23547133372594,2 year,no internet,yes,no,no,bank transfer (automatic),no,7.0,2.0,15.0,5.0,2024.0,2.0,20,1,outlook.com
25.0,male,other,1.0487293479085271,60.37460625366677,63.31662144664203,monthly,no internet,yes,no,no internet service,electronic check,yes,7.0,0.0,12.0,4.0,2023.0,2.0,15,0,invalid
36.0,female,other,18.93547644619775,41.35023532502995,782.9864070418388,2 year,dsl,yes,yes,yes,credit card (automatic),no,4.0,7.0,20.0,5.0,2023.0,5.0,20,1,gmail.com
18.0,,other,71.28741387252066,25.575095056349028,1823.1823861110101,monthly,dsl,yes,no,no,mailed check,yes,9.0,1.0,20.0,12.0,2023.0,2.0,51,0,invalid
35.0,,other,23.951089322240527,84.90027456872384,2033.4540596782506,monthly,no internet,yes,no,no,bank transfer (automatic),yes,9.0,1.0,29.0,5.0,2024.0,2.0,22,0,invalid
21.0,male,other,65.62672273054883,63.045428626121016,4137.4648638750505,2 year,fiber optic,no,no,no,electronic check,no,7.0,3.0,3.0,1.0,2024.0,2.0,1,1,hotmail.com
64.0,male,chennai,57.8519994004221,69.6266540765369,4028.0411498892095,monthly,dsl,yes,no,no,credit card (automatic),no,8.0,2.0,29.0,8.0,2023.0,1.0,35,1,outlook.com
29.0,other,other,40.77915516159337,83.44801195010865,3402.9394272399786,monthly,,no,no,no internet service,electronic check,no,8.0,3.0,24.0,3.0,2024.0,6.0,12,0,invalid
28.0,,other,59.99699085601439,48.58474381071054,2914.938430153002,1 year,dsl,no,yes,yes,credit card (automatic),no,7.0,1.0,4.0,4.0,2024.0,3.0,14,0,invalid
26.0,unknown,,21.98728075690382,68.61401792521843,1508.6356759810092,monthly,dsl,no,no,no,electronic check,yes,5.0,3.0,,,,,,1,hotmail.com
,,kolkata,15.13605677819606,62.17101333688409,941.023987825062,monthly,dsl,,yes,yes,electronic check,no,7.0,1.0,,,,,,1,outlook.com
38.0,female,mumbai,0.6968853146449778,92.29696214497991,64.32039750517994,1 year,fiber optic,no,no,no,electronic check,yes,2.0,3.0,12.0,4.0,2023.0,2.0,15,0,invalid
38.0,male,hyderabad,52.07065912821672,31.987846204991023,1665.6282359859083,monthly,no internet,yes,no,no internet service,electronic check,no,8.0,0.0,14.0,8.0,2023.0,0.0,33,1,gmail.com
55.0,other,other,13.126466055264848,88.77443211459773,1165.2945697276807,monthly,dsl,yes,yes,yes,mailed check,yes,5.0,2.0,29.0,4.0,2024.0,0.0,18,1,yahoo.com
63.0,male,other,17.745994603819106,120.84162591182334,2144.4548413479442,monthly,fiber optic,yes,no,yes,mailed check,yes,2.0,3.0,22.0,8.0,2023.0,1.0,34,1,company.in
38.0,male,mumbai,13.410354583806743,27.677291731605628,371.162296040294,monthly,dsl,yes,no,yes,mailed check,yes,4.0,2.0,7.0,10.0,2023.0,5.0,40,1,hotmail.com
40.0,,kolkata,32.29716777333971,22.9025661529401,739.6880214815178,monthly,dsl,,yes,yes,mailed check,yes,9.0,0.0,17.0,1.0,2024.0,2.0,3,0,invalid
47.0,female,other,27.61934984071172,30.36818574594715,838.7495461450294,monthly,no internet,yes,no,no,mailed check,yes,4.0,5.0,11.0,10.0,2023.0,2.0,41,0,invalid
53.0,female,other,0.6208641199399524,60.38632302396956,37.49170130068654,monthly,fiber optic,no,no,yes,bank transfer (automatic),yes,7.0,1.0,2.0,2.0,2024.0,4.0,5,1,gmail.com
26.0,male,other,11.30046868759974,107.54863826115954,1215.3500190642246,monthly,fiber optic,yes,no,no,bank transfer (automatic),yes,5.0,1.0,19.0,5.0,2023.0,4.0,20,0,invalid
47.0,male,other,38.09864070200073,94.91791604999716,3616.24357977151,monthly,dsl,no,yes,yes,mailed check,yes,7.0,6.0,,,,,,0,invalid
48.0,female,kolkata,42.96306016938452,28.13906052940776,1208.9401506348986,monthly,no internet,no,no,no,bank transfer (automatic),no,6.0,1.0,12.0,11.0,2023.0,6.0,45,0,invalid
32.0,female,delhi,25.21090928235186,22.178510451613526,559.1404150133212,monthly,dsl,no,yes,yes,credit card (automatic),no,4.0,6.0,2.0,4.0,2024.0,1.0,14,1,yahoo.com
34.0,,bangalore,7.88686136824874,82.30863549257782,649.1567975396791,monthly,fiber optic,,,yes,electronic check,yes,7.0,3.0,21.0,10.0,2023.0,5.0,42,1,gmail.com
45.0,,other,0.648150168046178,58.22297850676609,37.73723330330945,monthly,dsl,yes,unknown,yes,credit card (automatic),yes,4.0,6.0,19.0,1.0,2024.0,4.0,3,0,invalid
39.0,male,mumbai,1.962145382444348,81.51525906786956,159.94478917877504,2 year,dsl,no,no,no,bank transfer (automatic),no,4.0,4.0,8.0,6.0,2023.0,3.0,23,1,gmail.com
33.0,other,other,52.932806505826335,66.54131046023785,3522.218311235888,monthly,dsl,no,yes,no,mailed check,yes,3.0,4.0,,,,,,1,outlook.com
24.0,female,other,0.1754201383244198,47.4625193424606,8.325881708279889,monthly,dsl,yes,no,no,bank transfer (automatic),yes,4.0,3.0,24.0,5.0,2024.0,4.0,21,0,invalid
45.0,other,other,13.75409017540096,44.11545477690953,606.7679431304367,monthly,dsl,yes,yes,yes,electronic check,no,6.0,3.0,17.0,3.0,2024.0,6.0,11,1,outlook.com
67.0,male,mumbai,19.941286561448774,56.66799985769555,1130.0328240264453,1 year,dsl,no,yes,yes,electronic check,no,8.0,4.0,5.0,9.0,2024.0,3.0,36,0,invalid
42.0,male,other,18.958630004734417,70.69719079166433,1340.321882593281,2 year,no internet,no,no,no,bank transfer (automatic),no,8.0,3.0,11.0,10.0,2023.0,2.0,41,0,invalid
40.0,male,other,27.04918601754349,112.45684784313094,3041.8661962554334,monthly,no internet,yes,no,no internet service,electronic check,no,9.0,1.0,,,,,,0,invalid
48.0,unknown,other,23.58081574906696,99.89297031447104,2355.5577276125573,monthly,fiber optic,,yes,no,mailed check,yes,5.0,3.0,15.0,2.0,2024.0,3.0,7,1,company.in
60.0,unknown,other,46.8142599453728,20.299144298361146,950.2894178521108,1 year,fiber optic,no,yes,no,bank transfer (automatic),no,10.0,5.0,,,,,,0,invalid
25.0,male,chennai,34.73755407232911,119.74843334394193,4159.767678361881,monthly,fiber optic,yes,,no internet service,bank transfer (automatic),yes,5.0,1.0,15.0,12.0,2023.0,4.0,50,1,outlook.com
30.0,female,delhi,66.64398971740086,34.01062680841734,2266.603863302523,1 year,no internet,,no,no,credit card (automatic),no,9.0,0.0,25.0,8.0,2023.0,4.0,34,0,invalid
43.0,female,kolkata,12.43883389977532,26.685995917765283,331.9426706711646,1 year,no internet,no,no,yes,credit card (automatic),no,4.0,5.0,3.0,12.0,2024.0,1.0,49,0,invalid
24.0,male,other,62.17401477115202,24.64012293449359,1531.975367292206,monthly,no internet,yes,no,no internet service,credit card (automatic),no,6.0,3.0,20.0,6.0,2023.0,1.0,25,0,invalid
41.0,,mumbai,37.08327552220054,34.257355691908295,1270.3749597850601,monthly,no internet,no,no,no internet service,credit card (automatic),no,5.0,4.0,,,,,,1,hotmail.com
18.0,other,pune,1.4720860756723362,42.633126378023846,62.75963170346788,monthly,fiber optic,no,no,no,mailed check,yes,3.0,1.0,9.0,2.0,2023.0,3.0,6,1,yahoo.com
20.0,,other,25.728259451544417,114.170688777872,2937.4131026386217,2 year,no internet,no,no,no internet service,bank transfer (automatic),no,10.0,1.0,24.0,11.0,2023.0,4.0,47,0,invalid
37.0,,other,31.046022010010848,98.58610376612351,3060.706347404284,monthly,fiber optic,yes,yes,no,bank transfer (automatic),no,10.0,0.0,21.0,6.0,2023.0,2.0,25,0,invalid
61.0,male,mumbai,24.05580731826173,50.50515319048311,1214.9422337295534,1 year,no internet,no,no,no,electronic check,no,5.0,2.0,22.0,5.0,2024.0,2.0,21,0,invalid
22.0,female,other,53.74189704722576,70.79412500880888,3804.610577771837,monthly,dsl,no,no,,mailed check,no,9.0,3.0,22.0,7.0,2023.0,5.0,29,0,invalid
32.0,,,59.62571819017305,88.99827118224917,5306.585836925388,1 year,fiber optic,yes,yes,no internet service,bank transfer (automatic),no,10.0,1.0,,,,,,1,company.in
42.0,female,other,9.782598230506403,70.93071096697332,693.8866475940744,monthly,no internet,yes,no,no,mailed check,yes,6.0,5.0,22.0,6.0,2023.0,3.0,25,1,yahoo.com
34.0,female,mumbai,35.9699882798296,59.265014279841,2131.761869049815,monthly,dsl,yes,yes,no,mailed check,no,7.0,2.0,2.0,7.0,2024.0,1.0,27,1,outlook.com
56.0,other,chennai,30.86337221717554,77.69520334040214,2397.935980183972,monthly,fiber optic,no,no,yes,mailed check,no,8.0,4.0,,,,,,0,invalid
34.0,male,other,24.6897149780414,102.50348679017192,2530.7818731047764,2 year,,yes,no,no internet service,bank transfer (automatic),yes,3.0,6.0,25.0,9.0,2023.0,0.0,39,1,gmail.com
44.0,male,kolkata,45.12768516555635,66.98707859840214,3022.9717931490695,1 year,dsl,yes,yes,yes,mailed check,no,6.0,3.0,7.0,9.0,2023.0,3.0,36,1,gmail.com
19.0,female,other,7.397419003335442,52.3146964386233,386.993729588797,monthly,dsl,,yes,no,electronic check,yes,3.0,4.0,21.0,1.0,2024.0,6.0,3,1,company.in
51.0,,other,3.1940079167982565,84.17578179147047,268.85811344463923,monthly,dsl,yes,no,no,electronic check,yes,5.0,2.0,14.0,5.0,2024.0,1.0,20,1,yahoo.com
47.0,male,other,7.960604195575495,114.34765478066178,910.2764204011545,2 year,fiber optic,no,no,yes,electronic check,no,5.0,2.0,,,,,,0,invalid
31.0,,,54.1228507518343,115.76344889454012,6265.447867036793,monthly,fiber optic,,no,no internet service,electronic check,yes,6.0,1.0,10.0,9.0,2023.0,6.0,36,1,gmail.com
58.0,other,other,28.460651315333983,41.147726376888016,1171.0910928313808,1 year,fiber optic,yes,yes,yes,credit card (automatic),no,7.0,2.0,18.0,7.0,2023.0,1.0,29,0,invalid
60.0,,other,21.330463881090147,121.51239739318764,2591.9158037000616,2 year,,,no,no,bank transfer (automatic),no,6.0,1.0,15.0,6.0,2023.0,3.0,24,1,gmail.com
24.0,,other,22.118016138975268,70.70772794797108,1563.9146679034968,monthly,dsl,no,yes,no,electronic check,yes,5.0,1.0,20.0,1.0,2024.0,5.0,3,1,hotmail.com
39.0,female,other,4.245837244089059,81.21863941280508,344.8411241331273,1 year,fiber optic,no,yes,no,bank transfer (automatic),no,4.0,3.0,23.0,7.0,2023.0,6.0,29,0,invalid
39.0,other,other,8.46593671529903,61.032693826282696,516.6989234975312,monthly,fiber optic,no,yes,yes,electronic check,yes,5.0,2.0,29.0,7.0,2023.0,5.0,30,0,invalid
44.0,other,delhi,33.830261212232124,29.48479305258565,997.4782507575795,monthly,dsl,,no,yes,mailed check,yes,6.0,2.0,,,,,,1,gmail.com
44.0,female,kolkata,9.01539105965261,52.67783547989562,474.91128702730197,monthly,dsl,yes,no,yes,credit card (automatic),no,5.0,1.0,13.0,7.0,2023.0,3.0,28,1,outlook.com
32.0,other,other,17.619906040169674,53.00948713168083,934.0221824977997,monthly,dsl,no,no,yes,electronic check,yes,5.0,3.0,15.0,4.0,2024.0,0.0,16,1,gmail.com
18.0,other,bangalore,4.288514749752397,111.75885961395778,479.27951786996545,1 year,dsl,no,no,yes,bank transfer (automatic),yes,3.0,5.0,21.0,1.0,2024.0,6.0,3,1,yahoo.com
61.0,,chennai,12.409569997585631,92.3347824671604,1145.8349462380695,monthly,dsl,,yes,no,cash,no,5.0,1.0,,,,,,1,gmail.com
26.0,female,other,31.05390366568669,51.67261452048188,1604.6363934732076,monthly,fiber optic,no,no,no,credit card (automatic),yes,4.0,4.0,26.0,9.0,2023.0,1.0,39,1,gmail.com
